timestamp_s,cpu_percent,mem_percent,net_in_kbps,net_out_kbps
219900,91.11,81.88,84.16,61.09
220200,80.21,84.75,50.15,72.43
220500,78.82,74.46,84.62,33.98
220800,99.0,98.0,174.46,91.18
221100,99.0,86.56,93.6,60.34
221400,99.0,98.0,141.19,58.12
221700,94.26,96.96,104.13,133.5
222000,82.89,88.84,117.63,52.02
222300,91.52,61.94,130.53,95.91
222600,88.21,66.42,71.01,30.99
222900,86.75,70.56,62.37,40.1
223200,78.57,80.87,103.9,62.99
223500,89.88,97.78,88.63,33.28
223800,77.56,63.16,75.78,22.81
224100,97.9,98.0,160.97,119.96
224400,83.93,69.67,97.3,121.18
224700,75.56,59.31,76.72,106.59
225000,92.8,73.63,170.16,135.22
225300,83.21,70.58,123.68,49.24
225600,77.93,65.18,83.85,57.14
225900,89.12,60.54,101.79,49.76
226200,80.99,78.08,53.62,69.32
226500,69.38,67.73,119.95,33.36
226800,90.26,55.79,112.57,133.08
227100,72.77,51.13,100.43,26.72
227400,75.4,70.04,140.79,35.88
227700,88.05,76.76,145.1,69.18
228000,86.0,50.7,79.78,56.32
228300,88.07,82.78,123.99,93.89
228600,71.0,59.77,56.37,94.32
228900,73.65,75.33,71.24,114.2
229200,73.82,86.22,93.45,41.92
229500,64.7,58.72,84.15,35.28
229800,81.65,76.36,90.51,101.47
230100,86.91,96.61,47.91,41.65
230400,67.9,60.88,110.45,37.35
230700,85.14,57.25,137.41,34.19
231000,86.19,74.09,74.01,47.82
231300,72.15,76.24,48.55,81.38
231600,84.51,58.52,161.07,29.04
231900,74.15,47.52,57.84,63.06
232200,82.13,50.01,108.04,101.41
232500,82.84,90.45,107.28,36.26
232800,64.43,40.1,22.09,75.91
233100,76.89,54.66,95.45,83.59
233400,69.9,59.34,65.77,101.59
233700,76.21,58.86,84.35,108.5
234000,69.93,49.71,49.43,72.03
234300,74.14,46.65,143.18,41.89
234600,63.37,74.07,63.85,69.28
234900,53.37,33.41,41.27,47.97
235200,73.78,61.98,54.2,34.41
235500,64.82,63.88,126.57,75.66
235800,72.54,45.33,41.84,108.24
236100,65.93,67.38,45.32,46.21
236400,69.96,45.18,35.12,68.68
236700,55.51,54.75,93.98,79.02
237000,51.43,52.23,45.34,27.78
237300,50.04,50.3,94.17,66.23
237600,44.27,45.64,54.09,21.51
237900,55.98,39.39,58.09,34.55
238200,44.63,29.09,36.58,43.35
238500,53.21,59.16,50.37,75.37
238800,59.05,60.92,102.76,57.17
239100,40.97,45.94,42.11,38.38
239400,43.05,37.52,58.59,37.2
239700,54.08,56.04,77.67,37.76
240000,49.42,33.39,48.87,63.65
240300,32.75,17.31,18.8,46.26
240600,45.61,38.43,78.46,32.19
240900,39.52,36.82,72.89,49.33
241200,27.48,24.96,29.69,39.85
241500,31.98,27.64,27.63,42.54
241800,40.52,34.83,69.45,25.11
242100,26.72,19.47,26.69,24.85
242400,28.3,15.2,33.76,33.15
242700,26.8,26.64,21.17,37.09
243000,29.78,32.75,37.86,15.23
243300,38.34,41.08,30.07,28.66
243600,37.13,35.24,55.69,46.87
243900,34.25,18.72,12.92,23.92
244200,38.06,42.26,25.7,35.27
244500,34.4,17.87,57.89,22.35
244800,50.44,34.16,27.72,59.08
245100,39.94,42.24,74.63,56.68
245400,48.83,44.82,32.32,35.55
245700,46.1,51.87,92.62,48.8
246000,42.16,46.36,80.55,34.61
246300,33.74,27.62,45.2,46.17
246600,32.17,32.26,52.65,21.5
246900,39.3,31.14,75.24,48.14
247200,39.09,36.72,42.84,19.36
247500,30.04,14.58,25.09,14.62
247800,46.95,24.82,86.4,31.39
248100,40.33,40.84,44.82,32.58
248400,27.67,29.99,13.9,34.95
248700,39.21,41.04,59.35,40.98
249000,42.79,47.66,35.04,54.71
249300,35.95,29.73,37.93,16.68
249600,39.15,26.52,29.01,42.75
249900,32.23,40.34,50.88,37.66
250200,41.79,35.55,25.94,36.37
250500,46.06,24.79,25.53,20.04
250800,44.93,38.63,29.82,62.77
251100,24.19,24.62,40.48,17.44
251400,22.93,18.79,28.29,19.67
251700,42.9,39.82,60.13,54.19
252000,38.99,27.46,39.47,22.18
252300,40.44,42.61,31.97,10.54
252600,27.43,21.01,40.0,31.46
252900,41.54,42.83,79.18,44.39
253200,28.49,22.35,36.8,31.25
253500,37.26,30.12,39.2,28.93
253800,43.58,32.97,62.99,46.66
254100,41.99,40.07,49.4,36.85
254400,45.63,40.88,76.93,69.69
254700,39.38,42.95,61.86,54.46
255000,45.0,39.16,40.4,23.41
255300,32.28,31.97,53.71,38.27
255600,46.72,52.42,42.49,29.99
255900,44.02,35.25,59.35,12.9
256200,50.13,51.55,100.83,65.6
256500,32.82,30.68,32.74,40.54
256800,46.13,34.22,24.77,66.8
257100,27.36,23.88,17.93,37.84
257400,26.06,30.34,28.69,13.4
257700,27.4,28.73,20.31,19.91
258000,36.73,39.43,41.25,15.43
258300,29.21,31.17,31.4,31.95
258600,28.02,25.23,40.86,12.4
258900,27.71,24.16,34.18,12.8
