timestamp_s,cpu_percent,mem_percent,net_in_kbps,net_out_kbps
219900,82.33,57.52,147.25,37.25
220200,69.62,53.81,39.82,30.39
220500,77.51,70.24,34.86,30.71
220800,73.28,75.79,90.39,98.88
221100,89.6,72.54,146.9,123.11
221400,79.33,55.75,148.62,110.75
221700,80.24,54.21,158.26,79.58
222000,74.59,59.46,59.3,39.72
222300,81.16,85.72,151.61,79.07
222600,90.28,88.45,91.78,90.82
222900,85.61,55.31,59.19,54.43
223200,84.38,93.24,118.73,113.25
223500,72.7,53.27,113.84,74.83
223800,92.3,75.34,134.2,91.47
224100,74.85,51.34,110.65,69.02
224400,81.94,61.69,55.95,120.58
224700,93.22,64.37,91.0,114.13
225000,91.03,54.67,44.76,112.41
225300,81.72,81.42,164.9,53.69
225600,70.98,60.59,101.14,40.32
225900,70.24,57.42,88.31,40.91
226200,87.52,65.65,139.57,45.0
226500,75.64,64.26,98.61,100.22
226800,81.43,67.45,93.16,21.33
227100,65.02,51.39,92.67,56.63
227400,72.28,65.73,127.31,96.09
227700,78.03,53.63,116.94,107.3
228000,74.94,57.42,129.04,45.19
228300,81.82,46.93,59.79,119.89
228600,71.32,46.44,112.61,104.14
228900,74.52,56.88,149.69,62.99
229200,66.22,67.58,108.92,55.94
229500,82.97,89.89,127.51,35.98
229800,84.93,59.38,84.12,47.65
230100,73.1,58.36,60.29,52.79
230400,77.61,84.51,112.19,110.65
230700,67.83,65.34,57.52,58.3
231000,63.3,51.21,33.33,23.89
231300,69.83,45.17,52.24,50.01
231600,68.39,50.12,107.16,41.6
231900,74.32,45.86,139.42,57.89
232200,73.92,55.78,125.76,98.82
232500,63.05,46.35,80.56,49.94
232800,56.91,52.95,60.88,46.94
233100,58.62,56.76,103.0,83.01
233400,58.11,43.73,105.17,66.86
233700,54.17,51.36,107.08,71.96
234000,60.16,69.6,46.35,21.02
234300,55.52,49.16,103.82,37.15
234600,55.53,39.41,82.13,65.85
234900,50.28,47.79,65.53,67.4
235200,56.11,41.97,48.19,59.9
235500,46.28,44.46,75.16,66.83
235800,61.14,61.12,87.14,83.0
236100,47.02,31.33,28.45,55.06
236400,46.34,26.72,74.22,34.16
236700,48.8,43.89,40.04,29.49
237000,55.33,53.5,55.05,63.73
237300,52.53,34.41,87.75,19.88
237600,52.21,47.78,38.65,35.35
237900,55.54,31.36,59.64,44.39
238200,45.57,25.42,42.9,67.17
238500,42.72,30.87,67.6,25.35
238800,51.51,43.54,57.77,68.5
239100,45.0,23.46,62.72,10.81
239400,53.12,54.6,33.15,22.36
239700,39.43,39.92,79.63,17.1
240000,52.44,47.99,85.25,41.2
240300,54.73,36.01,95.57,32.23
240600,55.54,56.14,115.55,20.55
240900,51.4,52.16,67.62,21.9
241200,41.11,37.66,58.24,32.53
241500,58.23,51.06,60.01,38.85
241800,54.98,38.43,106.75,37.86
242100,39.83,31.91,74.63,25.67
242400,37.97,35.59,28.93,24.96
242700,44.18,46.18,91.21,50.69
243000,53.08,31.77,69.77,73.27
243300,31.73,31.57,58.41,28.81
243600,31.95,27.39,39.88,45.78
243900,49.24,53.19,25.0,54.26
244200,32.57,19.85,28.95,45.72
244500,37.47,28.25,19.78,17.95
244800,45.25,45.82,41.71,35.19
245100,32.81,28.16,52.2,48.65
245400,24.15,17.8,21.22,17.67
245700,38.87,43.65,47.66,14.03
246000,24.83,23.65,39.27,26.03
246300,30.42,31.13,37.8,15.55
246600,34.03,27.38,15.84,48.2
246900,21.55,16.66,32.68,30.02
247200,19.86,14.9,4.2,21.83
247500,27.75,21.87,40.68,16.58
247800,29.65,33.73,51.57,29.0
248100,38.9,28.14,76.72,22.4
248400,35.16,19.21,19.2,24.41
248700,16.37,17.5,13.97,24.71
249000,26.33,13.3,50.96,27.52
249300,13.91,10.02,17.67,8.56
249600,26.49,20.59,44.96,41.84
249900,32.19,29.84,44.37,20.9
250200,38.56,28.0,24.73,14.09
250500,31.73,24.44,27.31,29.88
250800,27.44,19.82,52.5,22.22
251100,28.89,28.25,24.22,17.79
251400,32.15,32.12,34.73,20.15
251700,32.69,28.07,34.41,10.34
252000,21.42,15.5,20.03,14.49
252300,21.05,13.03,32.23,13.97
252600,28.12,24.9,41.98,28.17
252900,34.97,27.49,49.15,17.32
253200,30.4,29.08,19.32,16.78
253500,19.14,24.31,28.29,34.2
253800,23.58,18.29,48.12,31.19
254100,18.15,10.09,29.11,26.35
254400,38.57,39.72,49.46,43.93
254700,19.35,20.02,25.05,15.34
255000,26.73,23.27,19.58,39.5
255300,37.6,31.15,21.32,12.95
255600,15.75,6.31,12.04,14.87
255900,17.02,11.58,28.3,22.48
256200,23.49,18.32,18.87,24.34
256500,24.25,23.45,24.39,11.29
256800,24.29,15.66,37.48,27.1
257100,31.93,30.36,32.05,18.56
257400,14.58,14.6,14.13,16.44
257700,23.16,28.2,23.89,30.21
258000,16.42,13.12,7.98,6.43
258300,29.97,23.16,22.0,8.43
258600,12.16,10.79,24.81,15.56
258900,23.7,18.56,36.34,21.33
