timestamp_s,cpu_percent,mem_percent,net_in_kbps,net_out_kbps
219900,74.41,64.4,147.7,24.96
220200,78.94,80.96,141.22,68.49
220500,78.27,78.9,86.17,52.35
220800,78.81,48.02,60.03,34.26
221100,93.76,72.3,108.1,92.67
221400,86.04,76.35,50.98,41.2
221700,76.96,63.85,64.1,86.15
222000,96.87,76.49,104.24,91.57
222300,95.59,94.02,126.86,25.54
222600,88.88,83.79,122.49,125.36
222900,92.38,75.66,59.82,46.7
223200,97.99,71.74,148.02,145.54
223500,78.9,50.98,64.01,36.69
223800,98.7,67.98,116.91,68.06
224100,99.0,88.09,167.67,74.79
224400,95.33,88.27,131.82,88.42
224700,88.38,89.67,40.13,90.79
225000,88.34,82.81,119.24,120.18
225300,91.92,81.54,124.0,108.45
225600,96.13,69.87,145.58,82.04
225900,93.55,56.39,89.25,96.43
226200,93.54,91.55,57.99,73.04
226500,88.67,53.09,133.65,100.76
226800,91.9,74.4,154.08,100.15
227100,91.88,57.64,71.5,79.06
227400,85.8,65.79,164.5,35.23
227700,86.54,51.91,56.56,98.12
228000,97.56,87.13,127.76,67.98
228300,87.27,93.6,118.97,70.07
228600,82.73,53.79,92.76,29.85
228900,91.63,96.58,57.43,126.44
229200,74.46,74.24,45.78,27.39
229500,89.3,80.12,157.91,36.34
229800,88.63,76.15,140.65,49.15
230100,93.24,58.87,150.56,35.08
230400,87.33,91.4,87.88,58.47
230700,88.48,84.07,73.38,93.5
231000,88.19,65.92,129.31,122.78
231300,66.08,43.65,132.91,22.42
231600,82.49,81.97,117.62,68.51
231900,64.01,42.17,108.38,57.33
232200,70.89,68.94,119.49,88.72
232500,74.42,54.06,114.17,89.05
232800,85.52,87.86,149.62,101.48
233100,80.43,83.24,136.41,31.07
233400,78.85,72.47,147.95,62.0
233700,74.19,73.67,90.48,83.38
234000,60.16,57.89,34.28,70.92
234300,77.96,56.89,78.1,85.52
234600,75.65,56.08,51.32,44.17
234900,76.9,73.91,78.09,71.94
235200,78.38,70.56,62.63,55.5
235500,70.09,58.76,138.35,30.6
235800,80.08,81.91,67.91,104.32
236100,67.29,59.08,95.12,67.22
236400,70.43,49.94,110.96,37.75
236700,59.92,40.89,35.94,63.95
237000,69.53,53.45,62.42,96.44
237300,51.75,38.96,96.88,72.92
237600,62.6,63.52,87.24,83.64
237900,50.15,49.94,33.05,42.71
238200,63.46,59.61,50.0,27.97
238500,53.31,42.96,89.07,68.02
238800,57.05,39.8,49.83,32.83
239100,64.73,65.91,123.77,50.27
239400,57.03,42.29,77.63,67.87
239700,45.85,43.33,38.28,56.15
240000,57.46,47.09,66.13,46.09
240300,53.88,33.21,52.63,20.55
240600,47.16,52.25,75.55,49.91
240900,48.31,29.59,100.92,27.2
241200,46.69,30.91,60.82,62.56
241500,54.25,44.19,62.93,49.68
241800,54.39,58.01,73.75,58.16
242100,58.46,55.9,37.32,26.69
242400,49.22,49.64,92.5,67.0
242700,36.91,29.87,19.19,51.39
243000,60.34,64.65,41.9,83.49
243300,40.41,29.3,34.88,40.23
243600,61.48,63.18,65.35,51.22
243900,36.77,35.9,48.64,22.93
244200,47.42,45.47,40.75,15.94
244500,50.86,51.24,76.14,23.96
244800,44.87,42.82,32.87,23.49
245100,37.78,24.5,63.62,34.95
245400,38.19,41.55,24.04,10.82
245700,56.39,51.37,61.9,24.55
246000,51.65,48.75,51.76,48.19
246300,39.52,36.98,76.05,28.02
246600,60.25,45.77,80.39,46.1
246900,59.22,48.25,63.7,79.11
247200,36.41,26.82,33.12,24.19
247500,47.93,33.26,67.66,28.05
247800,40.24,44.13,26.35,21.89
248100,35.95,28.93,52.77,26.69
248400,51.36,48.47,52.36,36.53
248700,43.8,27.36,78.2,38.14
249000,46.29,48.12,64.24,48.68
249300,42.19,31.66,37.02,53.3
249600,40.47,32.09,50.76,41.8
249900,49.05,46.89,63.63,63.97
250200,35.47,32.39,36.18,13.38
250500,55.17,48.99,34.51,46.06
250800,31.12,32.31,51.03,36.63
251100,34.22,31.81,22.32,24.53
251400,44.52,30.2,40.11,36.16
251700,41.35,36.97,65.93,25.76
252000,41.17,43.9,56.62,20.1
252300,50.58,37.63,92.22,52.45
252600,51.74,34.66,55.11,71.84
252900,33.73,26.21,60.57,10.21
253200,42.28,39.15,69.53,20.1
253500,36.39,31.84,12.87,21.57
253800,49.43,30.49,45.46,15.56
254100,44.44,34.7,43.83,56.73
254400,52.77,57.69,87.14,54.61
254700,53.8,35.86,79.31,66.18
255000,37.95,35.17,72.07,16.43
255300,41.36,40.65,54.35,23.67
255600,49.81,27.08,32.67,50.29
255900,33.89,25.43,29.79,40.63
256200,37.8,27.91,52.12,52.62
256500,37.9,27.61,66.6,35.48
256800,45.46,47.75,55.04,37.95
257100,49.29,46.57,51.12,45.36
257400,47.1,34.39,34.97,53.44
257700,26.37,31.63,28.23,17.25
258000,32.14,24.64,56.53,40.96
258300,46.63,34.32,88.28,21.67
258600,32.56,27.13,52.16,11.89
258900,44.87,33.94,20.17,28.6
259200,48.53,32.7,40.89,60.89
259500,48.09,42.36,50.69,61.76
259800,32.91,29.86,51.86,7.32
260100,34.23,28.29,40.1,16.36
260400,39.33,30.88,46.43,32.47
260700,47.12,49.89,40.92,56.86
261000,41.43,38.04,45.84,24.35
261300,42.96,32.16,59.27,29.2
261600,42.07,27.61,85.49,55.31
261900,39.19,44.65,26.75,36.96
262200,32.43,30.14,63.35,46.88
262500,29.73,28.47,58.45,35.68
262800,26.88,28.02,22.35,14.63
263100,45.14,38.23,80.76,17.61
263400,22.71,23.88,36.97,11.73
263700,24.46,26.63,43.9,18.68
264000,31.02,16.78,40.68,10.39
264300,20.9,20.54,27.83,19.4
264600,20.84,19.0,34.37,14.48
264900,29.65,20.46,20.04,36.11
265200,37.21,22.28,25.09,23.97
265500,18.16,24.59,27.25,4.94
265800,24.45,20.24,23.72,36.2
266100,25.78,20.4,38.43,28.17
266400,35.46,32.78,56.87,30.73
266700,10.53,5.0,13.14,14.81
267000,29.48,27.49,24.24,12.74
267300,8.75,6.77,10.98,6.08
267600,12.72,8.83,19.55,16.76
267900,30.68,18.97,58.54,18.07
268200,11.73,5.06,7.41,15.27
268500,8.81,7.54,5.59,10.78
268800,9.24,10.48,16.88,0.1
269100,6.79,5.08,1.69,1.6
269400,8.47,13.05,9.93,7.75
269700,14.81,19.02,11.36,20.5
270000,20.29,17.37,45.84,15.12
270300,7.59,6.26,5.95,1.58
270600,20.14,10.38,29.33,16.02
270900,2.95,5.0,10.72,5.78
271200,1.0,5.0,3.06,0.1
271500,14.74,16.41,13.9,3.07
271800,8.79,5.05,15.63,7.43
272100,3.98,5.0,0.1,5.23
272400,7.2,5.36,8.44,5.12
272700,1.0,5.0,3.67,4.74
273000,15.36,6.94,1.81,22.97
273300,10.14,6.54,8.13,0.1
273600,8.02,5.3,6.29,8.79
273900,5.55,5.0,12.06,5.64
274200,9.12,8.05,8.18,15.64
274500,14.64,13.58,23.72,21.12
274800,3.62,5.0,0.1,2.93
275100,9.3,6.11,17.22,10.4
275400,14.94,18.99,19.94,17.34
275700,13.01,7.08,7.8,10.26
276000,3.06,5.0,7.69,4.14
276300,1.0,5.0,0.76,0.82
276600,1.0,5.0,0.1,2.16
276900,7.29,5.76,4.0,16.03
277200,8.03,5.0,6.75,2.61
277500,16.73,19.07,24.98,9.9
277800,1.0,5.0,9.67,0.1
278100,8.8,6.27,12.94,10.58
278400,1.0,5.0,3.75,0.1
278700,2.74,5.0,0.1,0.1
279000,1.0,5.0,0.1,5.61
279300,1.0,5.0,0.1,0.14
279600,1.0,5.0,7.04,0.1
279900,1.0,5.0,9.68,4.19
280200,1.0,5.0,4.6,4.22
280500,11.1,5.0,11.69,14.76
280800,2.39,5.0,2.04,1.49
281100,1.0,5.0,0.1,6.67
281400,3.49,5.0,12.03,2.94
281700,1.0,6.04,3.83,1.11
282000,4.16,7.25,6.07,8.89
282300,1.0,5.0,0.1,0.1
282600,7.02,5.0,7.7,0.74
282900,1.0,6.45,3.27,5.29
283200,7.8,6.5,16.85,12.97
283500,8.24,7.75,11.28,5.47
283800,1.0,5.0,1.36,1.0
284100,4.32,7.58,10.56,0.1
284400,7.34,5.89,18.07,10.55
284700,1.0,5.0,1.45,0.1
285000,10.21,7.09,4.02,5.97
285300,1.0,6.5,0.1,1.41
285600,1.0,7.42,0.69,5.06
285900,10.99,13.13,9.49,19.25
286200,1.0,5.0,0.1,0.1
286500,1.85,5.0,2.15,0.72
286800,1.0,5.0,0.41,0.1
287100,17.26,16.86,21.6,10.33
287400,14.73,7.86,36.1,22.71
287700,17.03,13.91,24.94,22.24
288000,1.85,7.83,0.1,1.01
288300,5.19,8.57,3.43,3.58
288600,14.19,8.27,9.08,16.38
288900,4.85,9.56,3.74,5.57
289200,11.97,5.25,19.49,7.29
289500,25.31,23.01,33.24,36.3
289800,16.01,14.81,21.25,17.23
290100,11.66,10.48,20.5,18.54
290400,28.19,30.38,53.52,27.92
290700,26.28,30.58,54.86,39.7
291000,13.74,5.71,18.14,19.5
291300,20.33,17.92,25.08,20.48
291600,29.28,23.94,17.24,40.3
291900,20.04,12.33,22.73,6.63
292200,19.48,13.03,27.03,10.19
292500,26.39,23.92,18.99,28.44
292800,24.61,19.12,55.02,18.48
293100,17.52,17.07,20.25,15.47
293400,38.23,27.54,60.79,13.99
293700,24.23,21.31,39.71,11.04
294000,25.6,29.58,25.83,27.0
294300,41.96,32.91,47.88,40.48
294600,41.69,44.92,82.16,23.03
294900,40.87,35.6,61.37,37.63
295200,38.84,44.62,21.71,52.78
295500,29.99,24.52,29.19,36.79
295800,52.75,56.86,38.78,63.22
296100,49.52,40.88,83.31,23.85
296400,58.3,63.36,34.45,34.09
296700,43.57,43.85,58.29,44.76
297000,61.48,51.72,91.3,52.47
297300,51.97,31.45,36.58,38.45
297600,52.54,45.45,56.34,72.84
297900,52.41,35.42,54.89,63.37
298200,70.09,55.75,85.92,100.92
298500,63.89,51.52,87.26,29.96
298800,62.55,46.51,39.7,54.96
299100,62.12,45.24,32.05,93.83
299400,63.63,52.26,44.34,67.84
299700,71.74,77.03,59.24,34.39
300000,76.32,84.16,130.87,96.54
300300,58.03,39.61,69.77,42.44
300600,78.84,53.65,129.34,34.91
300900,61.62,43.76,43.39,80.62
301200,66.53,52.49,61.57,58.74
301500,57.88,64.11,84.68,73.68
301800,60.68,55.6,114.72,87.62
302100,61.47,37.3,45.1,75.07
302400,84.63,60.33,155.39,88.29
302700,63.89,37.72,36.93,33.2
303000,83.2,87.38,63.6,88.62
303300,71.02,61.25,63.43,58.98
303600,86.21,71.89,158.27,91.21
303900,77.09,46.4,148.94,44.45
304200,82.75,72.57,151.28,70.01
304500,76.66,65.21,85.92,69.47
304800,83.26,60.51,74.41,42.01
305100,88.15,97.39,56.97,110.0
305400,77.5,70.69,90.97,37.94
305700,78.77,72.85,143.77,82.96
306000,79.67,47.05,125.76,106.01
306300,75.74,50.2,72.73,34.79
306600,73.13,71.83,81.35,35.53
306900,77.9,50.38,150.78,100.44
307200,75.6,81.58,104.62,70.96
307500,83.0,55.77,42.79,93.14
307800,76.02,73.64,65.22,100.12
308100,94.11,64.65,107.89,125.67
308400,87.83,95.77,133.05,30.12
308700,72.86,79.14,41.41,53.99
309000,77.24,74.59,83.27,111.21
309300,84.73,65.74,143.81,88.79
309600,81.66,76.32,105.58,120.29
309900,88.93,89.46,147.57,61.71
310200,94.17,92.92,104.91,117.5
310500,92.45,91.3,79.65,39.88
310800,86.12,51.47,162.19,112.14
311100,93.57,98.0,63.15,80.55
311400,90.63,70.3,177.06,101.91
311700,82.9,51.92,76.89,101.65
312000,89.92,58.3,151.65,111.88
312300,90.55,77.14,129.0,35.84
312600,96.01,74.89,106.61,49.85
312900,86.57,71.57,71.08,116.87
313200,99.0,97.08,176.93,123.46
313500,92.58,71.2,47.65,70.96
313800,81.34,70.32,146.82,81.69
314100,87.65,76.41,99.16,40.82
314400,82.95,78.69,135.81,46.97
314700,73.84,69.39,118.84,44.19
315000,73.15,67.84,73.2,42.36
315300,74.5,67.34,82.58,95.28
315600,88.11,73.1,102.95,77.11
315900,91.37,95.36,121.85,57.14
316200,88.98,63.8,154.52,127.55
316500,67.23,53.96,71.33,40.14
316800,81.39,53.02,92.2,93.94
317100,66.8,41.65,97.09,42.04
317400,68.52,65.68,64.32,38.85
317700,86.64,84.78,106.16,100.08
318000,66.02,52.72,115.06,88.96
318300,67.53,45.53,66.24,40.81
318600,79.5,63.43,42.57,77.52
318900,65.53,52.42,85.72,90.63
319200,74.83,69.41,74.8,39.79
319500,61.71,64.42,116.26,28.86
319800,72.6,55.39,99.56,50.23
320100,63.72,38.81,40.03,58.59
320400,61.89,57.03,106.19,54.07
320700,75.83,59.39,139.81,76.7
321000,58.7,59.57,69.19,29.38
321300,72.34,46.21,55.21,64.19
321600,70.61,70.58,137.0,20.26
321900,71.49,47.88,73.6,83.98
322200,66.46,62.88,48.61,77.52
322500,54.15,55.73,61.39,75.56
322800,75.33,56.18,130.79,51.42
323100,54.07,37.36,108.17,78.11
323400,72.83,58.41,74.72,76.7
323700,53.42,35.68,29.9,36.71
324000,49.29,26.38,51.52,24.43
324300,62.1,43.03,86.62,87.29
324600,52.73,53.86,75.59,17.79
324900,61.6,47.93,33.26,28.79
325200,61.1,57.63,104.71,88.2
325500,44.16,41.6,55.91,53.88
325800,63.42,67.79,72.28,85.87
326100,66.23,63.96,121.01,70.11
326400,43.8,46.89,43.45,34.23
326700,64.87,58.24,61.38,77.04
327000,54.4,52.93,78.41,64.7
327300,49.53,32.76,89.46,34.51
327600,45.15,36.5,60.9,40.78
327900,58.3,59.46,87.12,56.31
328200,39.87,40.62,53.96,53.75
328500,49.89,52.66,100.85,52.7
328800,53.1,50.76,85.23,57.43
329100,53.78,46.71,83.89,55.48
329400,52.31,54.35,38.32,41.59
329700,62.8,52.56,56.59,95.61
330000,38.04,23.97,72.37,35.35
330300,51.71,32.85,95.75,42.02
330600,45.17,27.92,87.04,63.36
330900,49.29,42.94,32.31,51.46
331200,52.91,31.95,87.62,52.09
331500,41.31,51.15,34.09,36.24
331800,44.16,42.55,50.64,21.99
332100,42.62,32.33,56.57,47.06
332400,53.3,53.68,63.91,18.39
332700,41.04,30.55,44.36,47.03
333000,39.11,26.31,24.29,38.19
333300,54.7,45.26,93.38,29.44
333600,42.28,34.6,35.62,45.97
333900,56.9,39.5,107.72,58.97
334200,34.44,36.07,48.55,26.31
334500,51.54,42.96,53.41,39.54
334800,48.39,46.92,79.3,68.96
335100,45.91,41.18,51.55,9.39
335400,39.55,34.9,43.78,28.21
335700,57.2,50.04,91.64,31.11
336000,54.53,50.61,89.03,70.47
336300,56.26,41.69,88.57,81.59
336600,38.95,27.04,56.37,15.42
336900,46.05,36.81,28.93,65.84
337200,56.43,39.71,35.48,19.52
337500,36.01,38.55,62.05,41.07
337800,41.36,27.53,81.1,62.18
338100,36.65,37.52,46.11,51.26
338400,38.02,31.73,57.98,29.75
338700,45.74,36.24,33.19,34.53
339000,39.23,31.54,78.93,8.28
339300,40.52,36.35,29.29,45.94
339600,35.32,29.24,27.55,31.6
339900,53.87,58.63,25.29,27.99
340200,52.43,50.22,61.18,48.37
340500,52.84,50.04,88.46,64.61
340800,34.16,27.54,50.25,35.17
341100,32.14,30.24,29.25,38.49
341400,50.27,42.88,37.98,19.32
341700,51.64,55.13,61.43,52.07
342000,52.07,34.83,104.33,41.04
342300,54.31,35.74,47.58,41.73
342600,34.99,27.78,41.56,45.14
342900,40.44,35.0,28.88,20.1
343200,54.16,45.06,74.05,49.63
343500,47.24,33.1,63.22,66.78
343800,42.1,23.72,69.64,53.27
344100,47.03,46.16,71.89,51.83
344400,31.05,32.7,49.92,14.37
344700,49.42,43.14,54.64,63.4
345000,51.89,46.82,27.41,55.98
345300,46.75,36.6,91.18,53.36
345600,34.51,32.25,16.34,35.11
345900,28.06,16.97,19.72,39.87
346200,41.5,34.12,62.93,55.22
346500,37.05,29.56,54.25,30.02
346800,34.28,22.39,32.13,27.85
347100,43.61,28.72,77.91,52.44
347400,46.42,31.84,76.37,67.23
347700,44.65,39.05,36.04,43.0
348000,22.56,20.99,28.56,15.28
348300,27.81,25.6,23.38,21.16
348600,31.37,25.22,25.62,6.09
348900,30.41,35.05,12.14,37.38
349200,39.73,28.44,18.26,52.8
349500,26.51,22.28,17.29,13.47
349800,28.29,34.14,29.42,21.73
350100,36.62,33.98,55.08,44.78
350400,36.61,33.19,74.89,27.09
350700,25.36,18.01,51.2,29.45
351000,34.3,35.19,32.86,30.47
351300,24.44,21.76,24.68,23.09
351600,38.4,29.7,40.5,41.88
351900,17.43,19.4,8.93,18.36
352200,26.1,19.86,17.52,41.08
352500,24.91,16.54,19.42,29.61
352800,15.16,9.71,24.02,5.04
353100,35.78,35.03,59.48,13.71
353400,33.95,30.93,45.53,10.77
353700,12.89,11.06,10.52,5.02
354000,33.79,17.92,32.74,41.91
354300,19.39,20.01,44.26,4.62
354600,11.9,6.73,18.54,8.45
354900,30.35,28.88,42.4,30.16
355200,26.66,18.71,46.9,13.76
355500,22.81,22.25,36.16,24.1
355800,24.03,17.47,40.65,11.55
356100,14.16,10.46,4.48,13.4
356400,9.69,8.68,7.64,11.38
356700,12.01,9.83,2.94,5.27
357000,2.77,5.0,0.1,0.37
357300,12.3,10.41,5.32,15.06
357600,21.77,21.09,12.79,11.39
357900,7.78,5.95,10.32,6.33
358200,14.04,6.76,20.75,14.69
358500,15.17,14.82,27.43,10.64
358800,18.32,17.72,17.81,16.95
359100,12.25,6.91,17.7,12.9
359400,21.72,19.81,9.74,24.31
359700,13.73,6.28,13.46,2.44
360000,1.0,5.0,9.96,1.93
360300,4.49,5.0,11.0,7.47
360600,10.8,6.59,6.58,5.02
360900,1.0,5.0,3.33,0.1
361200,17.3,14.19,17.17,22.03
361500,16.44,14.88,30.81,12.43
361800,12.82,13.38,26.82,9.04
362100,1.0,5.0,0.42,0.94
362400,11.52,11.06,9.98,7.48
362700,12.09,13.5,13.85,19.29
363000,1.0,5.0,0.1,5.77
363300,1.0,5.0,0.1,2.92
363600,2.52,5.0,5.8,0.1
363900,9.44,5.0,20.93,0.89
364200,7.58,7.75,0.1,0.1
364500,8.47,7.32,13.08,5.73
364800,1.0,5.0,0.1,0.1
365100,7.94,8.05,5.16,6.04
365400,1.0,5.0,0.1,0.17
365700,1.44,5.0,0.1,1.99
366000,1.0,5.0,8.64,0.1
366300,3.5,5.0,10.3,3.09
366600,1.0,5.0,5.49,0.1
366900,8.49,10.41,10.67,5.45
367200,1.79,5.0,0.1,3.08
367500,1.0,5.0,10.92,3.56
367800,1.0,5.0,0.1,1.48
368100,11.56,11.48,9.31,14.7
368400,7.18,9.1,2.99,2.12
368700,1.0,5.0,0.76,0.99
369000,2.23,5.0,12.34,2.22
369300,15.74,14.42,9.4,21.69
369600,8.41,6.93,13.95,10.45
369900,19.87,18.06,23.37,23.85
370200,21.09,23.83,31.17,21.83
370500,1.0,5.0,0.49,3.65
370800,4.86,7.2,8.48,1.75
371100,7.35,5.0,5.06,1.29
371400,8.58,5.0,20.14,14.49
371700,15.15,17.8,32.72,17.64
372000,19.38,9.26,24.82,17.97
372300,5.51,5.0,18.59,6.68
372600,17.73,9.37,28.59,9.47
372900,1.58,5.0,0.4,0.1
373200,14.99,6.93,14.96,12.32
373500,15.9,15.52,23.96,20.58
373800,20.82,17.26,35.19,37.16
374100,15.71,14.85,28.73,9.43
374400,25.28,25.21,39.33,36.86
374700,11.21,11.76,11.05,15.08
375000,20.31,8.94,25.25,12.9
375300,17.44,14.44,24.75,23.42
375600,18.86,18.84,6.6,20.85
375900,20.46,26.88,11.69,19.6
376200,31.59,25.63,41.62,26.49
376500,18.87,9.08,11.96,21.45
376800,24.93,20.12,15.61,11.43
377100,38.86,34.45,71.15,47.45
377400,27.47,21.88,13.61,14.16
377700,23.65,10.94,12.11,11.63
378000,19.94,20.39,14.22,28.13
378300,30.44,16.96,9.78,53.17
378600,42.24,21.17,49.66,46.4
378900,44.97,48.81,75.57,15.33
379200,40.91,49.54,44.93,47.39
379500,51.61,40.66,28.23,42.93
379800,40.91,37.29,78.15,27.41
380100,50.06,47.23,66.01,41.12
380400,56.63,34.98,98.92,66.95
380700,54.67,63.56,32.02,79.53
381000,49.63,34.05,32.86,74.57
381300,60.63,53.29,77.15,79.94
381600,47.13,28.59,81.38,17.99
381900,48.01,30.05,68.09,54.69
382200,45.53,40.85,45.62,60.26
382500,56.73,39.13,57.25,26.43
382800,64.16,50.56,34.43,40.64
383100,60.32,51.8,81.93,17.85
383400,60.42,37.47,87.74,76.23
383700,60.05,54.63,34.71,81.12
384000,63.67,55.2,106.33,19.68
384300,62.21,42.57,99.95,93.16
384600,66.33,40.87,78.05,61.0
384900,59.42,57.78,98.9,86.22
385200,71.95,75.81,65.59,41.65
385500,60.46,49.19,79.39,52.42
385800,79.92,87.71,41.2,103.91
386100,64.57,61.32,94.87,77.47
386400,77.38,71.24,89.81,75.99
386700,65.3,61.2,74.37,35.75
387000,73.44,70.19,141.89,22.23
387300,69.64,61.5,45.94,82.05
387600,78.02,50.58,92.95,74.19
387900,85.41,70.59,110.99,95.48
388200,85.15,64.42,119.71,62.5
388500,74.39,76.58,97.5,42.42
388800,83.48,90.64,43.74,44.69
389100,75.32,51.08,103.87,79.41
389400,70.48,40.36,141.19,89.23
389700,88.47,91.21,176.53,105.9
390000,86.98,71.89,159.94,124.39
390300,86.02,54.63,46.18,121.32
390600,88.84,81.45,75.79,91.29
390900,76.51,68.66,107.86,49.08
391200,76.54,81.29,81.6,33.7
391500,88.13,53.82,48.88,77.86
391800,93.17,70.32,133.24,85.07
392100,82.02,78.75,125.48,126.69
392400,84.64,67.37,74.49,96.8
392700,77.76,76.59,107.87,37.88
393000,83.69,76.34,124.17,36.88
393300,90.83,82.33,80.97,35.93
393600,78.82,72.12,126.25,75.08
393900,93.5,59.72,138.76,57.25
394200,97.3,98.0,124.42,47.82
394500,80.09,84.1,100.56,58.89
394800,91.72,82.0,142.16,48.79
395100,91.34,86.96,100.67,103.97
395400,84.93,50.99,51.88,88.81
395700,83.59,76.78,133.84,99.92
396000,88.66,96.52,141.68,48.22
396300,95.96,60.88,86.37,44.92
396600,82.55,91.22,94.3,40.7
396900,99.0,97.8,143.6,129.18
397200,81.55,85.72,86.0,46.0
397500,82.37,83.85,165.43,109.09
397800,99.0,98.0,119.61,103.8
398100,90.69,74.61,57.27,59.54
398400,80.66,78.66,50.93,65.3
398700,98.76,59.01,111.76,79.17
399000,85.6,61.85,167.03,57.09
399300,98.56,98.0,135.06,73.87
399600,99.0,54.0,80.37,129.48
399900,96.7,98.0,98.42,127.87
400200,83.89,74.95,79.34,126.1
400500,78.6,69.46,46.42,86.09
400800,85.21,73.95,147.61,92.84
401100,95.41,62.09,168.53,26.31
401400,84.2,81.41,59.81,116.36
401700,90.38,65.13,117.18,96.15
402000,72.79,52.34,112.87,93.2
402300,72.32,65.92,121.1,65.29
402600,73.66,62.68,60.55,40.44
402900,72.7,49.92,45.86,74.14
403200,72.66,47.73,49.33,85.83
403500,69.81,74.46,43.7,88.47
403800,72.46,67.81,137.79,23.97
404100,71.66,79.46,131.51,59.96
404400,61.64,65.34,107.91,73.96
404700,80.59,44.72,101.14,121.36
405000,63.6,44.72,53.38,83.43
405300,66.77,40.98,89.69,36.32
405600,58.76,59.67,75.09,28.41
405900,57.01,57.26,64.78,69.18
406200,75.2,66.42,82.72,101.99
406500,62.72,47.3,63.83,73.75
406800,54.09,60.92,68.58,72.92
407100,72.96,65.36,115.58,38.24
407400,69.35,67.69,105.61,88.54
407700,72.19,46.7,132.59,47.7
408000,63.95,45.44,123.4,63.3
408300,49.94,30.59,72.55,62.39
408600,49.81,51.06,40.06,33.14
408900,53.7,50.72,91.18,63.07
409200,53.47,35.55,45.61,51.41
409500,69.42,63.77,102.87,82.38
409800,54.48,48.83,64.48,80.3
410100,42.29,41.74,30.07,54.8
410400,65.35,50.85,48.03,83.1
410700,42.6,30.76,87.93,40.15
411000,59.02,64.65,61.72,33.01
411300,40.56,34.32,37.63,31.58
411600,54.0,55.15,32.57,27.11
411900,59.48,36.15,93.83,21.8
412200,57.5,37.95,98.07,69.01
412500,40.46,25.11,32.87,58.82
412800,54.63,46.81,82.18,18.0
413100,54.46,48.47,72.18,44.48
413400,43.3,41.44,87.15,12.24
413700,48.3,34.98,37.13,46.18
414000,54.91,52.93,92.66,52.83
414300,40.12,39.13,24.51,57.39
414600,49.81,28.94,63.05,61.82
414900,42.29,30.09,80.29,55.45
415200,49.71,28.9,70.77,24.31
415500,50.23,48.27,98.82,32.92
415800,47.28,48.14,73.26,35.2
416100,48.96,31.98,53.88,65.95
416400,37.73,41.84,41.49,11.53
416700,28.42,19.7,27.47,46.81
417000,35.03,41.0,36.3,37.15
417300,43.1,48.85,24.25,51.92
417600,27.42,21.47,16.28,19.02
417900,35.16,35.36,44.95,22.08
418200,42.37,34.43,36.89,32.16
418500,24.71,25.83,44.17,11.63
418800,29.48,26.4,20.42,8.92
419100,27.84,19.51,45.23,9.5
419400,23.07,23.6,28.62,40.57
419700,28.29,23.66,56.49,31.39
420000,40.8,37.0,51.37,49.84
420300,33.35,22.99,33.96,26.65
420600,34.75,36.75,53.52,15.65
420900,40.8,41.3,65.82,46.13
421200,22.73,19.22,29.78,15.4
421500,40.58,26.36,23.71,34.19
421800,21.3,10.56,24.52,7.02
422100,22.3,21.31,44.95,11.64
422400,29.14,31.68,28.27,36.39
422700,23.21,14.61,27.98,16.73
423000,27.14,20.88,34.63,14.54
423300,40.11,34.99,77.47,55.82
423600,45.27,33.24,82.14,40.66
423900,28.83,25.68,25.4,32.71
424200,35.53,40.12,53.77,44.75
424500,33.36,24.31,25.08,26.2
424800,45.33,47.92,46.89,65.93
425100,40.23,33.02,62.04,6.94
425400,24.61,18.93,24.1,24.02
425700,24.28,35.01,41.48,27.53
426000,43.82,20.97,40.89,43.6
426300,28.35,28.3,30.75,36.23
426600,36.39,31.91,53.15,21.76
426900,21.4,13.41,30.84,33.37
427200,20.13,9.77,34.17,19.51
427500,32.91,22.81,47.76,42.47
427800,27.85,33.41,22.16,34.25
428100,34.85,31.45,46.82,26.69
428400,40.88,41.33,42.76,19.68
428700,37.25,27.44,19.58,33.0
429000,45.49,31.71,21.62,18.65
429300,32.19,26.77,33.63,42.63
429600,37.05,22.28,47.73,25.7
429900,44.72,49.97,42.48,63.07
430200,35.55,14.73,18.23,27.31
430500,44.26,40.35,46.0,42.19
430800,31.63,23.36,48.02,36.27
431100,43.04,33.1,51.87,20.19
431400,40.35,41.3,29.29,30.67
431700,43.19,48.54,70.83,26.15
432000,25.27,9.0,36.36,23.24
432300,32.61,39.79,36.01,35.13
432600,30.39,16.78,46.13,32.4
432900,23.0,15.59,27.42,9.9
433200,43.56,33.26,71.34,60.61
433500,39.07,26.95,67.72,55.59
433800,22.89,23.41,12.14,28.25
434100,28.75,26.38,39.65,37.14
434400,23.98,25.65,35.53,17.46
434700,33.28,34.07,65.39,38.74
435000,29.83,15.97,58.89,29.52
435300,24.81,21.64,24.71,13.55
435600,34.27,27.11,41.88,37.37
435900,30.59,20.63,52.98,23.74
436200,30.82,33.81,59.45,27.54
436500,40.18,36.92,59.3,21.43
436800,21.62,15.86,40.61,3.88
437100,42.99,46.64,43.09,57.92
437400,33.95,27.99,44.62,48.43
437700,29.98,28.66,30.53,15.85
438000,39.85,34.66,29.54,42.78
438300,19.71,20.78,22.54,20.9
438600,36.9,40.37,28.38,46.4
438900,22.31,20.34,39.19,16.58
439200,33.2,34.71,39.74,32.77
439500,34.41,29.87,29.25,20.83
439800,19.04,16.7,34.24,21.96
